date,revenue,transactions,product_category,store_id,product_id
2024-01-04,2811.39,33,Electronics,STORE_002,ELEC_001
2024-01-04,545.57,15,Clothing,STORE_002,CLTH_004
2024-01-04,960.88,19,Home Goods,STORE_002,HOME_001
2024-01-04,502.41,19,Grocery,STORE_002,GROC_004
2024-01-04,720.24,17,Beauty,STORE_002,BEAU_004
2024-01-04,2839.73,34,Electronics,STORE_003,ELEC_001
2024-01-04,753.03,16,Clothing,STORE_003,CLTH_004
2024-01-04,2154.30,37,Home Goods,STORE_003,HOME_001
2024-01-04,464.58,18,Grocery,STORE_003,GROC_001
2024-01-04,987.54,28,Beauty,STORE_003,BEAU_002
2024-01-05,1845.55,25,Electronics,STORE_001,ELEC_001
2024-01-05,734.03,19,Clothing,STORE_001,CLTH_002
2024-01-05,1172.21,19,Home Goods,STORE_001,HOME_003
2024-01-05,544.11,20,Grocery,STORE_001,GROC_001
2024-01-05,771.08,21,Beauty,STORE_001,BEAU_001
2024-01-05,2842.63,33,Electronics,STORE_002,ELEC_001
2024-01-05,490.67,12,Clothing,STORE_002,CLTH_002
2024-01-05,1526.64,30,Home Goods,STORE_002,HOME_001
2024-01-05,393.81,16,Grocery,STORE_002,GROC_001
2024-01-05,676.69,17,Beauty,STORE_002,BEAU_002
2024-01-05,3410.22,36,Electronics,STORE_003,ELEC_003
2024-01-05,1381.88,29,Clothing,STORE_003,CLTH_001
2024-01-05,2209.85,32,Home Goods,STORE_003,HOME_003
2024-01-05,608.71,28,Grocery,STORE_003,GROC_002
2024-01-05,842.13,21,Beauty,STORE_003,BEAU_004
2024-01-06,2260.42,32,Electronics,STORE_001,ELEC_002
2024-01-06,869.77,23,Clothing,STORE_001,CLTH_002
2024-01-06,2083.92,35,Home Goods,STORE_001,HOME_001
2024-01-06,348.30,18,Grocery,STORE_001,GROC_002
2024-01-06,712.24,19,Beauty,STORE_001,BEAU_002
2024-01-06,2996.44,35,Electronics,STORE_002,ELEC_002
2024-01-06,757.90,19,Clothing,STORE_002,CLTH_003
2024-01-06,1664.83,22,Home Goods,STORE_002,HOME_002
2024-01-06,601.39,21,Grocery,STORE_002,GROC_004
2024-01-06,596.21,14,Beauty,STORE_002,BEAU_004
2024-01-06,3316.73,39,Electronics,STORE_003,ELEC_002
2024-01-06,1278.89,32,Clothing,STORE_003,CLTH_001
2024-01-06,1806.13,30,Home Goods,STORE_003,HOME_003
2024-01-06,806.03,28,Grocery,STORE_003,GROC_003
2024-01-06,1052.19,28,Beauty,STORE_003,BEAU_004
2024-01-07,2326.91,31,Electronics,STORE_001,ELEC_004
2024-01-07,1327.51,28,Clothing,STORE_001,CLTH_003
2024-01-07,1572.32,27,Home Goods,STORE_001,HOME_002
2024-01-07,392.48,17,Grocery,STORE_001,GROC_003
2024-01-07,550.55,16,Beauty,STORE_001,BEAU_003
2024-01-07,3408.41,34,Electronics,STORE_002,ELEC_002
2024-01-07,549.29,16,Clothing,STORE_002,CLTH_004
2024-01-07,1281.60,21,Home Goods,STORE_002,HOME_001
2024-01-07,305.12,12,Grocery,STORE_002,GROC_003
2024-01-07,769.11,23,Beauty,STORE_002,BEAU_002
2024-01-07,4738.04,49,Electronics,STORE_003,ELEC_003
2024-01-07,1417.07,32,Clothing,STORE_003,CLTH_002
2024-01-07,1267.20,28,Home Goods,STORE_003,HOME_004
2024-01-07,577.62,26,Grocery,STORE_003,GROC_002
2024-01-07,1253.57,27,Beauty,STORE_003,BEAU_004
2024-01-08,2402.92,29,Electronics,STORE_001,ELEC_001
2024-01-08,1056.98,23,Clothing,STORE_001,CLTH_004
2024-01-08,829.76,20,Home Goods,STORE_001,HOME_004
2024-01-08,524.81,25,Grocery,STORE_001,GROC_003
2024-01-08,527.67,15,Beauty,STORE_001,BEAU_004
2024-01-08,1888.64,24,Electronics,STORE_002,ELEC_002
2024-01-08,782.78,20,Clothing,STORE_002,CLTH_003
2024-01-08,1145.19,19,Home Goods,STORE_002,HOME_002
2024-01-08,418.82,17,Grocery,STORE_002,GROC_003
2024-01-08,655.25,16,Beauty,STORE_002,BEAU_002
2024-01-08,2955.50,33,Electronics,STORE_003,ELEC_004
2024-01-08,1260.64,25,Clothing,STORE_003,CLTH_001
2024-01-08,1435.39,25,Home Goods,STORE_003,HOME_001
2024-01-08,245.95,10,Grocery,STORE_003,GROC_004
2024-01-08,809.39,26,Beauty,STORE_003,BEAU_004
2024-01-09,2094.87,26,Electronics,STORE_001,ELEC_002
2024-01-09,747.89,21,Clothing,STORE_001,CLTH_004
2024-01-09,1854.60,29,Home Goods,STORE_001,HOME_002
2024-01-09,385.13,14,Grocery,STORE_001,GROC_001
2024-01-09,747.20,20,Beauty,STORE_001,BEAU_004
2024-01-09,2260.62,28,Electronics,STORE_002,ELEC_003
2024-01-09,830.37,17,Clothing,STORE_002,CLTH_004
2024-01-09,1229.70,20,Home Goods,STORE_002,HOME_003
2024-01-09,278.33,14,Grocery,STORE_002,GROC_001
2024-01-09,647.62,16,Beauty,STORE_002,BEAU_002
2024-01-09,2609.20,32,Electronics,STORE_003,ELEC_001
2024-01-09,566.40,18,Clothing,STORE_003,CLTH_002
2024-01-09,1522.93,28,Home Goods,STORE_003,HOME_001
2024-01-09,477.60,25,Grocery,STORE_003,GROC_003
2024-01-09,748.49,17,Beauty,STORE_003,BEAU_004
2024-01-10,3357.57,32,Electronics,STORE_001,ELEC_002
2024-01-10,936.74,22,Clothing,STORE_001,CLTH_001
2024-01-10,1725.44,25,Home Goods,STORE_001,HOME_003
2024-01-10,528.36,21,Grocery,STORE_001,GROC_001
2024-01-10,828.98,25,Beauty,STORE_001,BEAU_004
2024-01-10,1324.86,17,Electronics,STORE_002,ELEC_003
2024-01-10,531.26,12,Clothing,STORE_002,CLTH_003
2024-01-10,1229.86,19,Home Goods,STORE_002,HOME_001
2024-01-10,202.72,8,Grocery,STORE_002,GROC_004
2024-01-10,674.50,17,Beauty,STORE_002,BEAU_003
2024-01-10,2379.91,31,Electronics,STORE_003,ELEC_003
2024-01-10,1193.53,30,Clothing,STORE_003,CLTH_002
2024-01-10,1509.80,29,Home Goods,STORE_003,HOME_004
2024-01-10,545.63,22,Grocery,STORE_003,GROC_001
2024-01-10,644.86,19,Beauty,STORE_003,BEAU_003
2024-01-11,2814.16,34,Electronics,STORE_001,ELEC_004
2024-01-11,1079.90,24,Clothing,STORE_001,CLTH_003
2024-01-11,1570.09,21,Home Goods,STORE_001,HOME_002
2024-01-11,411.95,15,Grocery,STORE_001,GROC_002
2024-01-11,925.69,26,Beauty,STORE_001,BEAU_003
2024-01-11,2619.30,27,Electronics,STORE_002,ELEC_003
2024-01-11,745.07,18,Clothing,STORE_002,CLTH_003
2024-01-11,1762.97,29,Home Goods,STORE_002,HOME_004
2024-01-11,228.49,9,Grocery,STORE_002,GROC_003
2024-01-11,656.75,17,Beauty,STORE_002,BEAU_004
2024-01-11,3836.86,40,Electronics,STORE_003,ELEC_004
2024-01-11,1172.70,25,Clothing,STORE_003,CLTH_003
2024-01-11,1272.07,23,Home Goods,STORE_003,HOME_004
2024-01-11,628.96,25,Grocery,STORE_003,GROC_004
2024-01-11,736.18,20,Beauty,STORE_003,BEAU_004
2024-01-12,2004.07,25,Electronics,STORE_001,ELEC_002
2024-01-12,998.72,22,Clothing,STORE_001,CLTH_001
2024-01-12,1273.05,24,Home Goods,STORE_001,HOME_004
2024-01-12,461.64,17,Grocery,STORE_001,GROC_001
2024-01-12,586.73,15,Beauty,STORE_001,BEAU_002
2024-01-12,1560.68,19,Electronics,STORE_002,ELEC_002
2024-01-12,462.01,10,Clothing,STORE_002,CLTH_002
2024-01-12,767.31,13,Home Goods,STORE_002,HOME_003
2024-01-12,250.93,12,Grocery,STORE_002,GROC_004
2024-01-12,416.98,11,Beauty,STORE_002,BEAU_003
2024-01-12,2710.43,35,Electronics,STORE_003,ELEC_004
2024-01-12,1675.78,33,Clothing,STORE_003,CLTH_001
2024-01-12,1608.73,24,Home Goods,STORE_003,HOME_001
2024-01-12,339.52,14,Grocery,STORE_003,GROC_003
2024-01-12,1020.97,27,Beauty,STORE_003,BEAU_004
2024-01-13,2695.76,31,Electronics,STORE_001,ELEC_004
2024-01-13,1150.01,26,Clothing,STORE_001,CLTH_003
2024-01-13,1587.06,25,Home Goods,STORE_001,HOME_002
2024-01-13,685.63,29,Grocery,STORE_001,GROC_001
2024-01-13,1207.06,27,Beauty,STORE_001,BEAU_003
2024-01-13,1753.05,23,Electronics,STORE_002,ELEC_001
2024-01-13,1004.73,24,Clothing,STORE_002,CLTH_004
2024-01-13,1140.20,20,Home Goods,STORE_002,HOME_004
2024-01-13,472.03,20,Grocery,STORE_002,GROC_002
2024-01-13,546.93,16,Beauty,STORE_002,BEAU_002
2024-01-13,3992.23,39,Electronics,STORE_003,ELEC_001
2024-01-13,1299.65,28,Clothing,STORE_003,CLTH_004
2024-01-13,1519.87,27,Home Goods,STORE_003,HOME_002
2024-01-13,600.97,23,Grocery,STORE_003,GROC_004
2024-01-13,698.17,20,Beauty,STORE_003,BEAU_002
2024-01-14,3339.09,34,Electronics,STORE_001,ELEC_001
2024-01-14,975.16,20,Clothing,STORE_001,CLTH_004
2024-01-14,1618.87,28,Home Goods,STORE_001,HOME_003
2024-01-14,497.34,23,Grocery,STORE_001,GROC_004
2024-01-14,816.97,23,Beauty,STORE_001,BEAU_004
2024-01-14,2398.69,31,Electronics,STORE_002,ELEC_002
2024-01-14,1272.71,25,Clothing,STORE_002,CLTH_004
2024-01-14,1280.75,18,Home Goods,STORE_002,HOME_004
2024-01-14,154.13,6,Grocery,STORE_002,GROC_004
2024-01-14,718.36,24,Beauty,STORE_002,BEAU_003
2024-01-14,3979.89,43,Electronics,STORE_003,ELEC_004
2024-01-14,1605.39,35,Clothing,STORE_003,CLTH_002
2024-01-14,1862.70,39,Home Goods,STORE_003,HOME_004
2024-01-14,748.67,29,Grocery,STORE_003,GROC_004
2024-01-14,789.96,23,Beauty,STORE_003,BEAU_001
2024-01-15,3072.13,36,Electronics,STORE_001,ELEC_003
2024-01-15,846.62,21,Clothing,STORE_001,CLTH_001
2024-01-15,1906.83,31,Home Goods,STORE_001,HOME_001
2024-01-15,542.38,20,Grocery,STORE_001,GROC_002
2024-01-15,829.71,20,Beauty,STORE_001,BEAU_002
2024-01-15,1584.60,20,Electronics,STORE_002,ELEC_002
2024-01-15,620.83,14,Clothing,STORE_002,CLTH_002
2024-01-15,1232.76,20,Home Goods,STORE_002,HOME_004
2024-01-15,637.13,22,Grocery,STORE_002,GROC_002
2024-01-15,499.11,15,Beauty,STORE_002,BEAU_004
2024-01-15,3222.90,36,Electronics,STORE_003,ELEC_003
2024-01-15,721.88,24,Clothing,STORE_003,CLTH_003
2024-01-15,2200.24,36,Home Goods,STORE_003,HOME_003
2024-01-15,516.39,20,Grocery,STORE_003,GROC_001
2024-01-15,827.23,23,Beauty,STORE_003,BEAU_003
2024-01-16,2004.56,27,Electronics,STORE_001,ELEC_002
2024-01-16,514.64,14,Clothing,STORE_001,CLTH_002
2024-01-16,1387.42,21,Home Goods,STORE_001,HOME_004
2024-01-16,492.53,19,Grocery,STORE_001,GROC_002
2024-01-16,524.10,16,Beauty,STORE_001,BEAU_002
2024-01-16,1323.49,15,Electronics,STORE_002,ELEC_003
2024-01-16,644.88,14,Clothing,STORE_002,CLTH_004
2024-01-16,1302.04,21,Home Goods,STORE_002,HOME_003
2024-01-16,415.10,17,Grocery,STORE_002,GROC_002
2024-01-16,726.61,22,Beauty,STORE_002,BEAU_004
2024-01-16,3679.37,40,Electronics,STORE_003,ELEC_001
2024-01-16,717.52,21,Clothing,STORE_003,CLTH_003
2024-01-16,1574.28,24,Home Goods,STORE_003,HOME_003
2024-01-16,268.38,13,Grocery,STORE_003,GROC_001
2024-01-16,890.38,27,Beauty,STORE_003,BEAU_001
2024-01-17,2460.92,28,Electronics,STORE_001,ELEC_003
2024-01-17,1000.58,21,Clothing,STORE_001,CLTH_004
2024-01-17,1494.43,21,Home Goods,STORE_001,HOME_002
2024-01-17,312.70,15,Grocery,STORE_001,GROC_004
2024-01-17,424.27,15,Beauty,STORE_001,BEAU_004
2024-01-17,1748.35,18,Electronics,STORE_002,ELEC_003
2024-01-17,535.60,14,Clothing,STORE_002,CLTH_004
2024-01-17,1256.89,28,Home Goods,STORE_002,HOME_003
2024-01-17,520.64,17,Grocery,STORE_002,GROC_003
2024-01-17,527.72,13,Beauty,STORE_002,BEAU_004
2024-01-17,3940.25,38,Electronics,STORE_003,ELEC_001
2024-01-17,1252.48,24,Clothing,STORE_003,CLTH_002
2024-01-17,1252.10,22,Home Goods,STORE_003,HOME_002
2024-01-17,799.02,27,Grocery,STORE_003,GROC_001
2024-01-17,612.13,15,Beauty,STORE_003,BEAU_002
2024-01-18,3503.38,34,Electronics,STORE_001,ELEC_002
2024-01-18,870.89,20,Clothing,STORE_001,CLTH_002
2024-01-18,1345.43,26,Home Goods,STORE_001,HOME_004
2024-01-18,310.71,13,Grocery,STORE_001,GROC_004
2024-01-18,612.76,16,Beauty,STORE_001,BEAU_002
2024-01-18,1426.75,14,Electronics,STORE_002,ELEC_003
2024-01-18,778.91,18,Clothing,STORE_002,CLTH_004
2024-01-18,1266.51,21,Home Goods,STORE_002,HOME_004
2024-01-18,279.97,13,Grocery,STORE_002,GROC_003
2024-01-18,434.07,11,Beauty,STORE_002,BEAU_003
2024-01-18,4106.46,39,Electronics,STORE_003,ELEC_004
2024-01-18,699.15,17,Clothing,STORE_003,CLTH_002
2024-01-18,1920.56,32,Home Goods,STORE_003,HOME_004
2024-01-18,564.42,19,Grocery,STORE_003,GROC_004
2024-01-18,958.02,21,Beauty,STORE_003,BEAU_004
2024-01-19,2104.76,23,Electronics,STORE_001,ELEC_001
2024-01-19,839.12,22,Clothing,STORE_001,CLTH_001
2024-01-19,1411.17,22,Home Goods,STORE_001,HOME_003
2024-01-19,248.34,10,Grocery,STORE_001,GROC_004
2024-01-19,550.81,16,Beauty,STORE_001,BEAU_003
2024-01-19,2146.62,23,Electronics,STORE_002,ELEC_004
2024-01-19,886.04,19,Clothing,STORE_002,CLTH_003
2024-01-19,1232.29,24,Home Goods,STORE_002,HOME_001
2024-01-19,440.09,17,Grocery,STORE_002,GROC_003
2024-01-19,265.44,6,Beauty,STORE_002,BEAU_003
2024-01-19,4002.34,41,Electronics,STORE_003,ELEC_004
2024-01-19,1054.87,24,Clothing,STORE_003,CLTH_002
2024-01-19,1628.04,24,Home Goods,STORE_003,HOME_002
2024-01-19,379.45,15,Grocery,STORE_003,GROC_001
2024-01-19,713.60,21,Beauty,STORE_003,BEAU_001
2024-01-20,2720.65,31,Electronics,STORE_001,ELEC_004
2024-01-20,1001.86,23,Clothing,STORE_001,CLTH_001
2024-01-20,1548.79,23,Home Goods,STORE_001,HOME_003
2024-01-20,589.94,23,Grocery,STORE_001,GROC_001
2024-01-20,937.15,24,Beauty,STORE_001,BEAU_003
2024-01-20,2167.12,28,Electronics,STORE_002,ELEC_004
2024-01-20,1299.29,24,Clothing,STORE_002,CLTH_003
2024-01-20,1275.52,19,Home Goods,STORE_002,HOME_001
2024-01-20,381.49,18,Grocery,STORE_002,GROC_004
2024-01-20,729.59,17,Beauty,STORE_002,BEAU_004
2024-01-20,3291.68,40,Electronics,STORE_003,ELEC_004
2024-01-20,1122.74,27,Clothing,STORE_003,CLTH_001
2024-01-20,2107.97,35,Home Goods,STORE_003,HOME_001
2024-01-20,791.33,25,Grocery,STORE_003,GROC_003
2024-01-20,1120.08,29,Beauty,STORE_003,BEAU_002
2024-01-21,3401.25,35,Electronics,STORE_001,ELEC_002
2024-01-21,1534.32,29,Clothing,STORE_001,CLTH_001
2024-01-21,1289.28,23,Home Goods,STORE_001,HOME_004
2024-01-21,423.87,17,Grocery,STORE_001,GROC_003
2024-01-21,639.12,18,Beauty,STORE_001,BEAU_002
2024-01-21,2078.41,23,Electronics,STORE_002,ELEC_001
2024-01-21,818.13,18,Clothing,STORE_002,CLTH_004
2024-01-21,1173.48,22,Home Goods,STORE_002,HOME_001
2024-01-21,160.23,7,Grocery,STORE_002,GROC_004
2024-01-21,672.11,17,Beauty,STORE_002,BEAU_002
2024-01-21,4174.62,45,Electronics,STORE_003,ELEC_002
2024-01-21,927.16,22,Clothing,STORE_003,CLTH_001
2024-01-21,1251.09,30,Home Goods,STORE_003,HOME_002
2024-01-21,582.86,23,Grocery,STORE_003,GROC_003
2024-01-21,1001.56,27,Beauty,STORE_003,BEAU_004
2024-01-22,2924.18,31,Electronics,STORE_001,ELEC_003
2024-01-22,859.70,19,Clothing,STORE_001,CLTH_004
2024-01-22,1016.47,16,Home Goods,STORE_001,HOME_002
2024-01-22,458.82,20,Grocery,STORE_001,GROC_002
2024-01-22,402.86,14,Beauty,STORE_001,BEAU_002
2024-01-22,1522.85,18,Electronics,STORE_002,ELEC_003
2024-01-22,709.42,18,Clothing,STORE_002,CLTH_001
2024-01-22,1523.80,23,Home Goods,STORE_002,HOME_003
2024-01-22,464.50,12,Grocery,STORE_002,GROC_004
2024-01-22,998.87,22,Beauty,STORE_002,BEAU_002
2024-01-22,2763.44,39,Electronics,STORE_003,ELEC_001
2024-01-22,1002.26,22,Clothing,STORE_003,CLTH_002
2024-01-22,2031.36,34,Home Goods,STORE_003,HOME_002
2024-01-22,406.88,18,Grocery,STORE_003,GROC_003
2024-01-22,934.39,23,Beauty,STORE_003,BEAU_004
2024-01-23,2592.24,31,Electronics,STORE_001,ELEC_004
2024-01-23,678.99,16,Clothing,STORE_001,CLTH_004
2024-01-23,1264.63,20,Home Goods,STORE_001,HOME_004
2024-01-23,483.92,19,Grocery,STORE_001,GROC_002
2024-01-23,876.83,22,Beauty,STORE_001,BEAU_004
2024-01-23,2876.96,29,Electronics,STORE_002,ELEC_001
2024-01-23,560.82,12,Clothing,STORE_002,CLTH_003
2024-01-23,1004.05,18,Home Goods,STORE_002,HOME_002
2024-01-23,250.61,10,Grocery,STORE_002,GROC_001
2024-01-23,688.12,18,Beauty,STORE_002,BEAU_001
2024-01-23,3128.34,38,Electronics,STORE_003,ELEC_001
2024-01-23,1010.97,22,Clothing,STORE_003,CLTH_003
2024-01-23,1365.41,28,Home Goods,STORE_003,HOME_002
2024-01-23,408.70,14,Grocery,STORE_003,GROC_001
2024-01-23,988.55,25,Beauty,STORE_003,BEAU_004
2024-01-24,2304.37,30,Electronics,STORE_001,ELEC_004
2024-01-24,1325.82,27,Clothing,STORE_001,CLTH_001
2024-01-24,1310.55,23,Home Goods,STORE_001,HOME_002
2024-01-24,308.54,14,Grocery,STORE_001,GROC_001
2024-01-24,771.45,22,Beauty,STORE_001,BEAU_001
2024-01-24,1629.90,20,Electronics,STORE_002,ELEC_001
2024-01-24,330.42,8,Clothing,STORE_002,CLTH_003
2024-01-24,990.19,16,Home Goods,STORE_002,HOME_001
2024-01-24,254.83,9,Grocery,STORE_002,GROC_003
2024-01-24,594.75,16,Beauty,STORE_002,BEAU_003
2024-01-24,2183.23,30,Electronics,STORE_003,ELEC_004
2024-01-24,841.08,22,Clothing,STORE_003,CLTH_001
2024-01-24,1798.47,29,Home Goods,STORE_003,HOME_002
2024-01-24,187.91,8,Grocery,STORE_003,GROC_003
2024-01-24,939.19,22,Beauty,STORE_003,BEAU_002
2024-01-25,2896.61,32,Electronics,STORE_001,ELEC_001
2024-01-25,850.06,23,Clothing,STORE_001,CLTH_004
2024-01-25,1382.50,22,Home Goods,STORE_001,HOME_004
2024-01-25,304.16,13,Grocery,STORE_001,GROC_003
2024-01-25,307.02,7,Beauty,STORE_001,BEAU_001
2024-01-25,2855.17,27,Electronics,STORE_002,ELEC_001
2024-01-25,536.27,11,Clothing,STORE_002,CLTH_003
2024-01-25,1715.70,23,Home Goods,STORE_002,HOME_004
2024-01-25,219.77,10,Grocery,STORE_002,GROC_003
2024-01-25,445.14,10,Beauty,STORE_002,BEAU_001
2024-01-25,2539.44,28,Electronics,STORE_003,ELEC_003
2024-01-25,1160.77,25,Clothing,STORE_003,CLTH_004
2024-01-25,1635.41,22,Home Goods,STORE_003,HOME_003
2024-01-25,536.39,20,Grocery,STORE_003,GROC_004
2024-01-25,599.76,18,Beauty,STORE_003,BEAU_001
2024-01-26,3040.52,33,Electronics,STORE_001,ELEC_002
2024-01-26,677.77,16,Clothing,STORE_001,CLTH_002
2024-01-26,1329.72,23,Home Goods,STORE_001,HOME_003
2024-01-26,227.08,12,Grocery,STORE_001,GROC_003
2024-01-26,710.96,21,Beauty,STORE_001,BEAU_001
2024-01-26,3458.84,31,Electronics,STORE_002,ELEC_004
2024-01-26,553.09,14,Clothing,STORE_002,CLTH_003
2024-01-26,1337.51,25,Home Goods,STORE_002,HOME_003
2024-01-26,119.61,5,Grocery,STORE_002,GROC_002
2024-01-26,842.62,22,Beauty,STORE_002,BEAU_001
2024-01-26,3205.79,39,Electronics,STORE_003,ELEC_003
2024-01-26,894.44,23,Clothing,STORE_003,CLTH_002
2024-01-26,2256.64,43,Home Goods,STORE_003,HOME_004
2024-01-26,640.29,22,Grocery,STORE_003,GROC_001
2024-01-26,1131.31,24,Beauty,STORE_003,BEAU_003
2024-01-27,2564.80,35,Electronics,STORE_001,ELEC_002
2024-01-27,1000.03,24,Clothing,STORE_001,CLTH_001
2024-01-27,1543.69,25,Home Goods,STORE_001,HOME_002
2024-01-27,708.17,28,Grocery,STORE_001,GROC_003
2024-01-27,918.06,25,Beauty,STORE_001,BEAU_003
2024-01-27,2114.55,27,Electronics,STORE_002,ELEC_002
2024-01-27,565.18,16,Clothing,STORE_002,CLTH_002
2024-01-27,1110.08,18,Home Goods,STORE_002,HOME_001
2024-01-27,563.27,23,Grocery,STORE_002,GROC_001
2024-01-27,788.17,21,Beauty,STORE_002,BEAU_004
2024-01-27,3383.07,39,Electronics,STORE_003,ELEC_003
2024-01-27,1654.48,36,Clothing,STORE_003,CLTH_004
2024-01-27,2162.60,35,Home Goods,STORE_003,HOME_001
2024-01-27,656.68,24,Grocery,STORE_003,GROC_002
2024-01-27,1033.77,29,Beauty,STORE_003,BEAU_003
2024-01-28,3621.56,38,Electronics,STORE_001,ELEC_003
2024-01-28,1100.55,24,Clothing,STORE_001,CLTH_004
2024-01-28,2318.70,32,Home Goods,STORE_001,HOME_004
2024-01-28,486.85,23,Grocery,STORE_001,GROC_002
2024-01-28,700.24,20,Beauty,STORE_001,BEAU_002
2024-01-28,2919.50,32,Electronics,STORE_002,ELEC_004
2024-01-28,1035.23,22,Clothing,STORE_002,CLTH_004
2024-01-28,1444.65,26,Home Goods,STORE_002,HOME_003
2024-01-28,311.96,12,Grocery,STORE_002,GROC_004
2024-01-28,446.59,11,Beauty,STORE_002,BEAU_001
2024-01-28,3207.05,34,Electronics,STORE_003,ELEC_003
2024-01-28,1151.22,26,Clothing,STORE_003,CLTH_002
2024-01-28,2124.13,36,Home Goods,STORE_003,HOME_003
2024-01-28,552.92,25,Grocery,STORE_003,GROC_001
2024-01-28,1284.40,35,Beauty,STORE_003,BEAU_003
2024-01-29,2684.65,28,Electronics,STORE_001,ELEC_004
2024-01-29,988.42,23,Clothing,STORE_001,CLTH_004
2024-01-29,1623.94,21,Home Goods,STORE_001,HOME_002
2024-01-29,608.94,27,Grocery,STORE_001,GROC_003
2024-01-29,672.71,18,Beauty,STORE_001,BEAU_004
2024-01-29,1997.13,20,Electronics,STORE_002,ELEC_001
2024-01-29,537.71,14,Clothing,STORE_002,CLTH_001
2024-01-29,549.23,10,Home Goods,STORE_002,HOME_002
2024-01-29,179.64,7,Grocery,STORE_002,GROC_002
2024-01-29,575.56,12,Beauty,STORE_002,BEAU_002
2024-01-29,3305.41,36,Electronics,STORE_003,ELEC_001
2024-01-29,1115.76,26,Clothing,STORE_003,CLTH_002
2024-01-29,1944.68,33,Home Goods,STORE_003,HOME_004
2024-01-29,357.88,21,Grocery,STORE_003,GROC_002
2024-01-29,788.51,19,Beauty,STORE_003,BEAU_004
2024-01-30,2902.26,37,Electronics,STORE_001,ELEC_003
2024-01-30,790.99,18,Clothing,STORE_001,CLTH_003
2024-01-30,2021.82,29,Home Goods,STORE_001,HOME_002
2024-01-30,311.76,15,Grocery,STORE_001,GROC_003
2024-01-30,793.69,19,Beauty,STORE_001,BEAU_003
2024-01-30,2174.72,27,Electronics,STORE_002,ELEC_004
2024-01-30,1043.94,22,Clothing,STORE_002,CLTH_002
2024-01-30,1136.33,17,Home Goods,STORE_002,HOME_001
2024-01-30,453.53,18,Grocery,STORE_002,GROC_002
2024-01-30,759.96,19,Beauty,STORE_002,BEAU_003
