date,revenue,transactions,product_category,store_id,product_id,holiday_flag,promotion_active
2025-10-17,1056.24,49,Grocery,STORE_002,GROC_901,0,1
2025-10-18,2588.84,42,Electronics,STORE_001,ELEC_900,0,1
2025-10-18,2376.64,36,Electronics,STORE_002,ELEC_901,0,1
2025-10-18,1230.76,57,Grocery,STORE_001,GROC_900,0,1
2025-10-18,1145.88,53,Grocery,STORE_002,GROC_901,0,1
2025-10-19,2278.96,33,Electronics,STORE_001,ELEC_900,0,0
2025-10-19,2092.16,27,Electronics,STORE_002,ELEC_901,0,0
2025-10-19,1083.44,48,Grocery,STORE_001,GROC_900,0,0
2025-10-19,1008.72,44,Grocery,STORE_002,GROC_901,0,0
2025-10-20,2091.08,31,Electronics,STORE_001,ELEC_900,0,0
2025-10-20,1919.68,25,Electronics,STORE_002,ELEC_901,0,0
2025-10-20,994.12,46,Grocery,STORE_001,GROC_900,0,0
2025-10-20,925.56,42,Grocery,STORE_002,GROC_901,0,0
2025-10-21,2098.40,32,Electronics,STORE_001,ELEC_900,0,0
2025-10-21,1926.40,26,Electronics,STORE_002,ELEC_901,0,0
2025-10-21,997.60,47,Grocery,STORE_001,GROC_900,0,0
2025-10-21,928.80,43,Grocery,STORE_002,GROC_901,0,0
2025-10-22,2105.72,33,Electronics,STORE_001,ELEC_900,0,0
2025-10-22,1933.12,27,Electronics,STORE_002,ELEC_901,0,0
2025-10-22,1001.08,48,Grocery,STORE_001,GROC_900,0,0
2025-10-22,932.04,44,Grocery,STORE_002,GROC_901,0,0
2025-10-23,2113.04,34,Electronics,STORE_001,ELEC_900,0,0
2025-10-23,1939.84,28,Electronics,STORE_002,ELEC_901,0,0
2025-10-23,1004.56,49,Grocery,STORE_001,GROC_900,0,0
2025-10-23,935.28,45,Grocery,STORE_002,GROC_901,0,0
2025-10-24,2437.56,39,Electronics,STORE_001,ELEC_900,0,1
2025-10-24,2237.76,33,Electronics,STORE_002,ELEC_901,0,1
2025-10-24,1158.84,54,Grocery,STORE_001,GROC_900,0,1
2025-10-24,1078.92,50,Grocery,STORE_002,GROC_901,0,1
2025-10-25,2640.08,37,Electronics,STORE_001,ELEC_900,0,1
2025-10-25,2423.68,31,Electronics,STORE_002,ELEC_901,0,1
2025-10-25,1255.12,52,Grocery,STORE_001,GROC_900,0,1
2025-10-25,1168.56,48,Grocery,STORE_002,GROC_901,0,1
2025-10-26,2330.20,34,Electronics,STORE_001,ELEC_900,0,0
2025-10-26,2139.20,28,Electronics,STORE_002,ELEC_901,0,0
2025-10-26,1107.80,49,Grocery,STORE_001,GROC_900,0,0
2025-10-26,1031.40,45,Grocery,STORE_002,GROC_901,0,0
2025-10-27,2142.32,32,Electronics,STORE_001,ELEC_900,0,0
2025-10-27,1966.72,26,Electronics,STORE_002,ELEC_901,0,0
2025-10-27,1018.48,47,Grocery,STORE_001,GROC_900,0,0
2025-10-27,948.24,43,Grocery,STORE_002,GROC_901,0,0
2025-10-28,2149.64,33,Electronics,STORE_001,ELEC_900,0,0
2025-10-28,1973.44,27,Electronics,STORE_002,ELEC_901,0,0
2025-10-28,1021.96,48,Grocery,STORE_001,GROC_900,0,0
2025-10-28,951.48,44,Grocery,STORE_002,GROC_901,0,0
2025-10-29,2156.96,34,Electronics,STORE_001,ELEC_900,0,0
2025-10-29,1980.16,28,Electronics,STORE_002,ELEC_901,0,0
2025-10-29,1025.44,49,Grocery,STORE_001,GROC_900,0,0
2025-10-29,954.72,45,Grocery,STORE_002,GROC_901,0,0
2025-10-30,2164.28,35,Electronics,STORE_001,ELEC_900,0,0
2025-10-30,1986.88,29,Electronics,STORE_002,ELEC_901,0,0
2025-10-30,1028.92,50,Grocery,STORE_001,GROC_900,0,0
2025-10-30,957.96,46,Grocery,STORE_002,GROC_901,0,0
2025-10-31,2488.80,34,Electronics,STORE_001,ELEC_900,0,1
2025-10-31,2284.80,28,Electronics,STORE_002,ELEC_901,0,1
2025-10-31,1183.20,49,Grocery,STORE_001,GROC_900,0,1
2025-10-31,1101.60,45,Grocery,STORE_002,GROC_901,0,1
2025-11-01,2691.32,38,Electronics,STORE_001,ELEC_900,0,1
2025-11-01,2470.72,32,Electronics,STORE_002,ELEC_901,0,1
2025-11-01,1279.48,53,Grocery,STORE_001,GROC_900,0,1
2025-11-01,1191.24,49,Grocery,STORE_002,GROC_901,0,1
2025-11-02,2381.44,35,Electronics,STORE_001,ELEC_900,0,0
2025-11-02,2186.24,29,Electronics,STORE_002,ELEC_901,0,0
2025-11-02,1132.16,50,Grocery,STORE_001,GROC_900,0,0
2025-11-02,1054.08,46,Grocery,STORE_002,GROC_901,0,0
2025-11-03,2193.56,33,Electronics,STORE_001,ELEC_900,0,0
2025-11-03,2013.76,27,Electronics,STORE_002,ELEC_901,0,0
2025-11-03,1042.84,48,Grocery,STORE_001,GROC_900,0,0
2025-11-03,970.92,44,Grocery,STORE_002,GROC_901,0,0
2025-11-04,2200.88,34,Electronics,STORE_001,ELEC_900,0,0
2025-11-04,2020.48,28,Electronics,STORE_002,ELEC_901,0,0
2025-11-04,1046.32,49,Grocery,STORE_001,GROC_900,0,0
2025-11-04,974.16,45,Grocery,STORE_002,GROC_901,0,0
2025-11-05,2208.20,35,Electronics,STORE_001,ELEC_900,0,0
2025-11-05,2027.20,29,Electronics,STORE_002,ELEC_901,0,0
2025-11-05,1049.80,50,Grocery,STORE_001,GROC_900,0,0
2025-11-05,977.40,46,Grocery,STORE_002,GROC_901,0,0
2025-11-06,2215.52,30,Electronics,STORE_001,ELEC_900,0,0
2025-11-06,2033.92,24,Electronics,STORE_002,ELEC_901,0,0
2025-11-06,1053.28,45,Grocery,STORE_001,GROC_900,0,0
2025-11-06,980.64,41,Grocery,STORE_002,GROC_901,0,0
2025-11-07,2540.04,35,Electronics,STORE_001,ELEC_900,0,1
2025-11-07,2331.84,29,Electronics,STORE_002,ELEC_901,0,1
2025-11-07,1207.56,50,Grocery,STORE_001,GROC_900,0,1
2025-11-07,1124.28,46,Grocery,STORE_002,GROC_901,0,1
2025-11-08,2742.56,39,Electronics,STORE_001,ELEC_900,0,1
2025-11-08,2517.76,33,Electronics,STORE_002,ELEC_901,0,1
2025-11-08,1303.84,54,Grocery,STORE_001,GROC_900,0,1
2025-11-08,1213.92,50,Grocery,STORE_002,GROC_901,0,1
2025-11-09,2432.68,36,Electronics,STORE_001,ELEC_900,0,0
2025-11-09,2233.28,30,Electronics,STORE_002,ELEC_901,0,0
2025-11-09,1156.52,51,Grocery,STORE_001,GROC_900,0,0
2025-11-09,1076.76,47,Grocery,STORE_002,GROC_901,0,0
2025-11-10,2244.80,34,Electronics,STORE_001,ELEC_900,0,0
2025-11-10,2060.80,28,Electronics,STORE_002,ELEC_901,0,0
2025-11-10,1067.20,49,Grocery,STORE_001,GROC_900,0,0
2025-11-10,993.60,45,Grocery,STORE_002,GROC_901,0,0
2025-11-11,2666.92,37,Electronics,STORE_001,ELEC_900,1,0
2025-11-11,2448.32,31,Electronics,STORE_002,ELEC_901,1,0
2025-11-11,1267.88,52,Grocery,STORE_001,GROC_900,1,0
2025-11-11,1180.44,48,Grocery,STORE_002,GROC_901,1,0
2025-11-12,2259.44,30,Electronics,STORE_001,ELEC_900,0,0
2025-11-12,2074.24,24,Electronics,STORE_002,ELEC_901,0,0
2025-11-12,1074.16,45,Grocery,STORE_001,GROC_900,0,0
2025-11-12,1000.08,41,Grocery,STORE_002,GROC_901,0,0
2025-11-13,2266.76,31,Electronics,STORE_001,ELEC_900,0,0
2025-11-13,2080.96,25,Electronics,STORE_002,ELEC_901,0,0
2025-11-13,1077.64,46,Grocery,STORE_001,GROC_900,0,0
2025-11-13,1003.32,42,Grocery,STORE_002,GROC_901,0,0
2025-11-14,2591.28,36,Electronics,STORE_001,ELEC_900,0,1
2025-11-14,2378.88,30,Electronics,STORE_002,ELEC_901,0,1
2025-11-14,1231.92,51,Grocery,STORE_001,GROC_900,0,1
2025-11-14,1146.96,47,Grocery,STORE_002,GROC_901,0,1
2025-11-15,2793.80,40,Electronics,STORE_001,ELEC_900,0,1
2025-11-15,2564.80,34,Electronics,STORE_002,ELEC_901,0,1
2025-11-15,1328.20,55,Grocery,STORE_001,GROC_900,0,1
2025-11-15,1236.60,51,Grocery,STORE_002,GROC_901,0,1
2025-11-16,2483.92,37,Electronics,STORE_001,ELEC_900,0,0
2025-11-16,2280.32,31,Electronics,STORE_002,ELEC_901,0,0
2025-11-16,1180.88,52,Grocery,STORE_001,GROC_900,0,0
2025-11-16,1099.44,48,Grocery,STORE_002,GROC_901,0,0
2025-11-17,2296.04,35,Electronics,STORE_001,ELEC_900,0,0
2025-11-17,2107.84,29,Electronics,STORE_002,ELEC_901,0,0
2025-11-17,1091.56,50,Grocery,STORE_001,GROC_900,0,0
2025-11-17,1016.28,46,Grocery,STORE_002,GROC_901,0,0
2025-11-18,2303.36,30,Electronics,STORE_001,ELEC_900,0,0
2025-11-18,2114.56,24,Electronics,STORE_002,ELEC_901,0,0
2025-11-18,1095.04,45,Grocery,STORE_001,GROC_900,0,0
2025-11-18,1019.52,41,Grocery,STORE_002,GROC_901,0,0
2025-11-19,2310.68,31,Electronics,STORE_001,ELEC_900,0,0
2025-11-19,2121.28,25,Electronics,STORE_002,ELEC_901,0,0
2025-11-19,1098.52,46,Grocery,STORE_001,GROC_900,0,0
2025-11-19,1022.76,42,Grocery,STORE_002,GROC_901,0,0
2025-11-20,2318.00,32,Electronics,STORE_001,ELEC_900,0,0
2025-11-20,2128.00,26,Electronics,STORE_002,ELEC_901,0,0
2025-11-20,1102.00,47,Grocery,STORE_001,GROC_900,0,0
2025-11-20,1026.00,43,Grocery,STORE_002,GROC_901,0,0
2025-11-21,2642.52,37,Electronics,STORE_001,ELEC_900,0,1
2025-11-21,2425.92,31,Electronics,STORE_002,ELEC_901,0,1
2025-11-21,1256.28,52,Grocery,STORE_001,GROC_900,0,1
2025-11-21,1169.64,48,Grocery,STORE_002,GROC_901,0,1
2025-11-22,2845.04,41,Electronics,STORE_001,ELEC_900,0,1
2025-11-22,2611.84,35,Electronics,STORE_002,ELEC_901,0,1
2025-11-22,1352.56,56,Grocery,STORE_001,GROC_900,0,1
2025-11-22,1259.28,52,Grocery,STORE_002,GROC_901,0,1
2025-11-23,2535.16,38,Electronics,STORE_001,ELEC_900,0,0
2025-11-23,2327.36,32,Electronics,STORE_002,ELEC_901,0,0
2025-11-23,1205.24,53,Grocery,STORE_001,GROC_900,0,0
2025-11-23,1122.12,49,Grocery,STORE_002,GROC_901,0,0
2025-11-24,2347.28,30,Electronics,STORE_001,ELEC_900,0,0
2025-11-24,2154.88,24,Electronics,STORE_002,ELEC_901,0,0
2025-11-24,1115.92,45,Grocery,STORE_001,GROC_900,0,0
2025-11-24,1038.96,41,Grocery,STORE_002,GROC_901,0,0
2025-11-25,2354.60,31,Electronics,STORE_001,ELEC_900,0,0
2025-11-25,2161.60,25,Electronics,STORE_002,ELEC_901,0,0
2025-11-25,1119.40,46,Grocery,STORE_001,GROC_900,0,0
2025-11-25,1042.20,42,Grocery,STORE_002,GROC_901,0,0
2025-11-26,2361.92,32,Electronics,STORE_001,ELEC_900,0,0
2025-11-26,2168.32,26,Electronics,STORE_002,ELEC_901,0,0
2025-11-26,1122.88,47,Grocery,STORE_001,GROC_900,0,0
2025-11-26,1045.44,43,Grocery,STORE_002,GROC_901,0,0
2025-11-27,2784.04,35,Electronics,STORE_001,ELEC_900,1,0
2025-11-27,2555.84,29,Electronics,STORE_002,ELEC_901,1,0
2025-11-27,1323.56,50,Grocery,STORE_001,GROC_900,1,0
2025-11-27,1232.28,46,Grocery,STORE_002,GROC_901,1,0
2025-11-28,2693.76,38,Electronics,STORE_001,ELEC_900,0,1
2025-11-28,2472.96,32,Electronics,STORE_002,ELEC_901,0,1
2025-11-28,1280.64,53,Grocery,STORE_001,GROC_900,0,1
2025-11-28,1192.32,49,Grocery,STORE_002,GROC_901,0,1
2025-11-29,2896.28,42,Electronics,STORE_001,ELEC_900,0,1
2025-11-29,2658.88,36,Electronics,STORE_002,ELEC_901,0,1
2025-11-29,1376.92,57,Grocery,STORE_001,GROC_900,0,1
2025-11-29,1281.96,53,Grocery,STORE_002,GROC_901,0,1
2025-11-30,2586.40,33,Electronics,STORE_001,ELEC_900,0,0
2025-11-30,2374.40,27,Electronics,STORE_002,ELEC_901,0,0
2025-11-30,1229.60,48,Grocery,STORE_001,GROC_900,0,0
2025-11-30,1144.80,44,Grocery,STORE_002,GROC_901,0,0
2025-12-01,2886.52,35,Electronics,STORE_001,ELEC_900,0,1
2025-12-01,2649.92,29,Electronics,STORE_002,ELEC_901,0,1
2025-12-01,1372.28,50,Grocery,STORE_001,GROC_900,0,1
2025-12-01,1277.64,46,Grocery,STORE_002,GROC_901,0,1
2025-12-02,2576.64,32,Electronics,STORE_001,ELEC_900,0,0
2025-12-02,2365.44,26,Electronics,STORE_002,ELEC_901,0,0
2025-12-02,1224.96,47,Grocery,STORE_001,GROC_900,0,0
2025-12-02,1140.48,43,Grocery,STORE_002,GROC_901,0,0
2025-12-03,2583.96,33,Electronics,STORE_001,ELEC_900,0,0
2025-12-03,2372.16,27,Electronics,STORE_002,ELEC_901,0,0
2025-12-03,1228.44,48,Grocery,STORE_001,GROC_900,0,0
2025-12-03,1143.72,44,Grocery,STORE_002,GROC_901,0,0
2025-12-04,2591.28,34,Electronics,STORE_001,ELEC_900,0,0
2025-12-04,2378.88,28,Electronics,STORE_002,ELEC_901,0,0
2025-12-04,1231.92,49,Grocery,STORE_001,GROC_900,0,0
2025-12-04,1146.96,45,Grocery,STORE_002,GROC_901,0,0
2025-12-05,2915.80,39,Electronics,STORE_001,ELEC_900,0,1
2025-12-05,2676.80,33,Electronics,STORE_002,ELEC_901,0,1
2025-12-05,1386.20,54,Grocery,STORE_001,GROC_900,0,1
2025-12-05,1290.60,50,Grocery,STORE_002,GROC_901,0,1
2025-12-06,3118.32,37,Electronics,STORE_001,ELEC_900,0,1
2025-12-06,2862.72,31,Electronics,STORE_002,ELEC_901,0,1
2025-12-06,1482.48,52,Grocery,STORE_001,GROC_900,0,1
2025-12-06,1380.24,48,Grocery,STORE_002,GROC_901,0,1
2025-12-07,2808.44,34,Electronics,STORE_001,ELEC_900,0,0
2025-12-07,2578.24,28,Electronics,STORE_002,ELEC_901,0,0
2025-12-07,1335.16,49,Grocery,STORE_001,GROC_900,0,0
2025-12-07,1243.08,45,Grocery,STORE_002,GROC_901,0,0
2025-12-08,2620.56,32,Electronics,STORE_001,ELEC_900,0,0
2025-12-08,2405.76,26,Electronics,STORE_002,ELEC_901,0,0
2025-12-08,1245.84,47,Grocery,STORE_001,GROC_900,0,0
2025-12-08,1159.92,43,Grocery,STORE_002,GROC_901,0,0
2025-12-09,2627.88,33,Electronics,STORE_001,ELEC_900,0,0
2025-12-09,2412.48,27,Electronics,STORE_002,ELEC_901,0,0
2025-12-09,1249.32,48,Grocery,STORE_001,GROC_900,0,0
2025-12-09,1163.16,44,Grocery,STORE_002,GROC_901,0,0
2025-12-10,2635.20,34,Electronics,STORE_001,ELEC_900,0,0
2025-12-10,2419.20,28,Electronics,STORE_002,ELEC_901,0,0
2025-12-10,1252.80,49,Grocery,STORE_001,GROC_900,0,0
2025-12-10,1166.40,45,Grocery,STORE_002,GROC_901,0,0
2025-12-11,2642.52,35,Electronics,STORE_001,ELEC_900,0,0
2025-12-11,2425.92,29,Electronics,STORE_002,ELEC_901,0,0
2025-12-11,1256.28,50,Grocery,STORE_001,GROC_900,0,0
2025-12-11,1169.64,46,Grocery,STORE_002,GROC_901,0,0
2025-12-12,2967.04,34,Electronics,STORE_001,ELEC_900,0,1
2025-12-12,2723.84,28,Electronics,STORE_002,ELEC_901,0,1
2025-12-12,1410.56,49,Grocery,STORE_001,GROC_900,0,1
2025-12-12,1313.28,45,Grocery,STORE_002,GROC_901,0,1
2025-12-13,3169.56,38,Electronics,STORE_001,ELEC_900,0,1
2025-12-13,2909.76,32,Electronics,STORE_002,ELEC_901,0,1
2025-12-13,1506.84,53,Grocery,STORE_001,GROC_900,0,1
2025-12-13,1402.92,49,Grocery,STORE_002,GROC_901,0,1
2025-12-14,2859.68,35,Electronics,STORE_001,ELEC_900,0,0
2025-12-14,2625.28,29,Electronics,STORE_002,ELEC_901,0,0
2025-12-14,1359.52,50,Grocery,STORE_001,GROC_900,0,0
2025-12-14,1265.76,46,Grocery,STORE_002,GROC_901,0,0
2025-12-15,2671.80,33,Electronics,STORE_001,ELEC_900,0,0
2025-12-15,2452.80,27,Electronics,STORE_002,ELEC_901,0,0
2025-12-15,1270.20,48,Grocery,STORE_001,GROC_900,0,0
2025-12-15,1182.60,44,Grocery,STORE_002,GROC_901,0,0
2025-12-16,2679.12,34,Electronics,STORE_001,ELEC_900,0,0
2025-12-16,2459.52,28,Electronics,STORE_002,ELEC_901,0,0
2025-12-16,1273.68,49,Grocery,STORE_001,GROC_900,0,0
2025-12-16,1185.84,45,Grocery,STORE_002,GROC_901,0,0
2025-12-17,2686.44,35,Electronics,STORE_001,ELEC_900,0,0
2025-12-17,2466.24,29,Electronics,STORE_002,ELEC_901,0,0
2025-12-17,1277.16,50,Grocery,STORE_001,GROC_900,0,0
2025-12-17,1189.08,46,Grocery,STORE_002,GROC_901,0,0
2025-12-18,2693.76,30,Electronics,STORE_001,ELEC_900,0,0
2025-12-18,2472.96,24,Electronics,STORE_002,ELEC_901,0,0
2025-12-18,1280.64,45,Grocery,STORE_001,GROC_900,0,0
2025-12-18,1192.32,41,Grocery,STORE_002,GROC_901,0,0
2025-12-19,3018.28,35,Electronics,STORE_001,ELEC_900,0,1
2025-12-19,2770.88,29,Electronics,STORE_002,ELEC_901,0,1
2025-12-19,1434.92,50,Grocery,STORE_001,GROC_900,0,1
2025-12-19,1335.96,46,Grocery,STORE_002,GROC_901,0,1
2025-12-20,3220.80,39,Electronics,STORE_001,ELEC_900,0,1
2025-12-20,2956.80,33,Electronics,STORE_002,ELEC_901,0,1
2025-12-20,1531.20,54,Grocery,STORE_001,GROC_900,0,1
2025-12-20,1425.60,50,Grocery,STORE_002,GROC_901,0,1
2025-12-21,2910.92,36,Electronics,STORE_001,ELEC_900,0,0
2025-12-21,2672.32,30,Electronics,STORE_002,ELEC_901,0,0
2025-12-21,1383.88,51,Grocery,STORE_001,GROC_900,0,0
2025-12-21,1288.44,47,Grocery,STORE_002,GROC_901,0,0
2025-12-22,2723.04,34,Electronics,STORE_001,ELEC_900,0,0
2025-12-22,2499.84,28,Electronics,STORE_002,ELEC_901,0,0
2025-12-22,1294.56,49,Grocery,STORE_001,GROC_900,0,0
2025-12-22,1205.28,45,Grocery,STORE_002,GROC_901,0,0
2025-12-23,2730.36,35,Electronics,STORE_001,ELEC_900,0,0
2025-12-23,2506.56,29,Electronics,STORE_002,ELEC_901,0,0
2025-12-23,1298.04,50,Grocery,STORE_001,GROC_900,0,0
2025-12-23,1208.52,46,Grocery,STORE_002,GROC_901,0,0
2025-12-24,3054.88,34,Electronics,STORE_001,ELEC_900,0,1
2025-12-24,2804.48,28,Electronics,STORE_002,ELEC_901,0,1
2025-12-24,1452.32,49,Grocery,STORE_001,GROC_900,0,1
2025-12-24,1352.16,45,Grocery,STORE_002,GROC_901,0,1
2025-12-25,3159.80,33,Electronics,STORE_001,ELEC_900,1,0
2025-12-25,2900.80,27,Electronics,STORE_002,ELEC_901,1,0
2025-12-25,1502.20,48,Grocery,STORE_001,GROC_900,1,0
2025-12-25,1398.60,44,Grocery,STORE_002,GROC_901,1,0
2025-12-26,3069.52,36,Electronics,STORE_001,ELEC_900,0,1
2025-12-26,2817.92,30,Electronics,STORE_002,ELEC_901,0,1
2025-12-26,1459.28,51,Grocery,STORE_001,GROC_900,0,1
2025-12-26,1358.64,47,Grocery,STORE_002,GROC_901,0,1
2025-12-27,3272.04,40,Electronics,STORE_001,ELEC_900,0,1
2025-12-27,3003.84,34,Electronics,STORE_002,ELEC_901,0,1
2025-12-27,1555.56,55,Grocery,STORE_001,GROC_900,0,1
2025-12-27,1448.28,51,Grocery,STORE_002,GROC_901,0,1
2025-12-28,2962.16,37,Electronics,STORE_001,ELEC_900,0,0
2025-12-28,2719.36,31,Electronics,STORE_002,ELEC_901,0,0
2025-12-28,1408.24,52,Grocery,STORE_001,GROC_900,0,0
2025-12-28,1311.12,48,Grocery,STORE_002,GROC_901,0,0
2025-12-29,2774.28,35,Electronics,STORE_001,ELEC_900,0,0
2025-12-29,2546.88,29,Electronics,STORE_002,ELEC_901,0,0
2025-12-29,1318.92,50,Grocery,STORE_001,GROC_900,0,0
2025-12-29,1227.96,46,Grocery,STORE_002,GROC_901,0,0
2025-12-30,2781.60,30,Electronics,STORE_001,ELEC_900,0,0
2025-12-30,2553.60,24,Electronics,STORE_002,ELEC_901,0,0
2025-12-30,1322.40,45,Grocery,STORE_001,GROC_900,0,0
2025-12-30,1231.20,41,Grocery,STORE_002,GROC_901,0,0
2025-12-31,2788.92,31,Electronics,STORE_001,ELEC_900,0,0
2025-12-31,2560.32,25,Electronics,STORE_002,ELEC_901,0,0
2025-12-31,1325.88,46,Grocery,STORE_001,GROC_900,0,0
2025-12-31,1234.44,42,Grocery,STORE_002,GROC_901,0,0
